Initial Setup: num_clients=1, num_sigma_values=[5, 10, 15, 20], kappa_join_values=[0.3, 0.5, 0.8], N_r_values=[10, 20, 30]
num_sigma:15, kappa_join:0.3, N_r:10, f1_score:0.015966029723991505, precission:0.008050012845765179, recall:0.9591836734693877
num_sigma:10, kappa_join:0.8, N_r:10, f1_score:0.018704469383736953, precission:0.009443339960238568, recall:0.9693877551020408
num_sigma:10, kappa_join:0.5, N_r:10, f1_score:0.07652173913043478, precission:0.03996366939146231, recall:0.8979591836734694
num_sigma:15, kappa_join:0.3, N_r:20, f1_score:0.07804878048780489, precission:0.04079740380157627, recall:0.8979591836734694
num_sigma:10, kappa_join:0.3, N_r:10, f1_score:0.059582919563058584, precission:0.030790283954840916, recall:0.9183673469387755
num_sigma:10, kappa_join:0.8, N_r:20, f1_score:0.09601873536299767, precission:0.05093167701863354, recall:0.8367346938775511
num_sigma:10, kappa_join:0.5, N_r:20, f1_score:0.09071729957805907, precission:0.047830923248053395, recall:0.8775510204081632
num_sigma:15, kappa_join:0.5, N_r:10, f1_score:0.017948233515964484, precission:0.009057971014492754, recall:0.9693877551020408
num_sigma:10, kappa_join:0.3, N_r:20, f1_score:0.05021897810218978, precission:0.025849113315299068, recall:0.8775510204081632
num_sigma:10, kappa_join:0.8, N_r:30, f1_score:0.06368460955269144, precission:0.03307086614173228, recall:0.8571428571428571
num_sigma:15, kappa_join:0.8, N_r:10, f1_score:0.01959353830119854, precission:0.009897862482889333, recall:0.9591836734693877
num_sigma:10, kappa_join:0.5, N_r:30, f1_score:0.04438709677419355, precission:0.022769393698702674, recall:0.8775510204081632
num_sigma:5, kappa_join:0.3, N_r:30, f1_score:0.03208556149732621, precission:0.016338028169014085, recall:0.8877551020408163
num_sigma:10, kappa_join:0.3, N_r:30, f1_score:0.024314390726604466, precission:0.012327981651376147, recall:0.8775510204081632
num_sigma:5, kappa_join:0.5, N_r:10, f1_score:0.02644119907763259, precission:0.013422818791946308, recall:0.8775510204081632
num_sigma:5, kappa_join:0.8, N_r:30, f1_score:0.03132877205617573, precission:0.01594574780058651, recall:0.8877551020408163
num_sigma:5, kappa_join:0.5, N_r:30, f1_score:0.03132877205617573, precission:0.01594574780058651, recall:0.8877551020408163
num_sigma:15, kappa_join:0.5, N_r:20, f1_score:0.02221149203283438, precission:0.011238700219887612, recall:0.9387755102040817
num_sigma:5, kappa_join:0.5, N_r:20, f1_score:0.03235403495723317, precission:0.016477272727272726, recall:0.8877551020408163
num_sigma:5, kappa_join:0.3, N_r:10, f1_score:0.026925485284909203, precission:0.013672496025437202, recall:0.8775510204081632
num_sigma:5, kappa_join:0.3, N_r:20, f1_score:0.03238414293690676, precission:0.016492890995260665, recall:0.8877551020408163
num_sigma:5, kappa_join:0.8, N_r:10, f1_score:0.026588344411810173, precission:0.013498665829540103, recall:0.8775510204081632
num_sigma:5, kappa_join:0.8, N_r:20, f1_score:0.03235403495723317, precission:0.016477272727272726, recall:0.8877551020408163
num_sigma:15, kappa_join:0.3, N_r:30, f1_score:0.07258064516129033, precission:0.037783375314861464, recall:0.9183673469387755
num_sigma:15, kappa_join:0.5, N_r:30, f1_score:0.0818014705882353, precission:0.04282964388835419, recall:0.9081632653061225
num_sigma:15, kappa_join:0.8, N_r:20, f1_score:0.02561307901907357, precission:0.012979839823253245, recall:0.9591836734693877
num_sigma:20, kappa_join:0.3, N_r:10, f1_score:0.015374861309240765, precission:0.0077476038338658145, recall:0.9897959183673469
num_sigma:20, kappa_join:0.5, N_r:10, f1_score:0.016526109549365363, precission:0.008332617472725712, recall:0.9897959183673469
num_sigma:20, kappa_join:0.8, N_r:10, f1_score:0.017192484934420417, precission:0.008671553727874128, recall:0.9897959183673469
num_sigma:20, kappa_join:0.3, N_r:20, f1_score:0.02290748898678414, precission:0.01159678858162355, recall:0.9285714285714286
num_sigma:15, kappa_join:0.8, N_r:30, f1_score:0.053475935828877004, precission:0.027539779681762546, recall:0.9183673469387755
num_sigma:20, kappa_join:0.5, N_r:20, f1_score:0.013825220112057047, precission:0.006962257237083181, recall:0.9693877551020408
num_sigma:20, kappa_join:0.8, N_r:20, f1_score:0.01278380717757507, precission:0.006433885128342604, recall:0.9795918367346939
num_sigma:20, kappa_join:0.3, N_r:30, f1_score:0.08532249873031997, precission:0.04489577765900588, recall:0.8571428571428571
num_sigma:20, kappa_join:0.5, N_r:30, f1_score:0.020727673649393603, precission:0.010477039679001338, recall:0.9591836734693877
num_sigma:20, kappa_join:0.8, N_r:30, f1_score:0.015415495784825371, precission:0.007768875940762321, recall:0.9795918367346939
Round 1: Metrics: {'accuracy': 0.9828833257259225, 'precision': 0.0721951219512195, 'recall': 0.7551020408163265, 'f1_score': 0.13178984861976847}, ROC AUC: 0.9502393106933263

Round 1: Metrics: {'accuracy': 0.9319721919876409, 'precision': 0.022503160556257902, 'recall': 0.9081632653061225, 'f1_score': 0.043918085368862575}, ROC AUC: 0.9618909026047111

Round 2: Metrics: {'accuracy': 0.9260559671359854, 'precision': 0.021405304792926943, 'recall': 0.9387755102040817, 'f1_score': 0.04185623293903549}, ROC AUC: 0.9289258366543016

Round 3: Metrics: {'accuracy': 0.9347108598714933, 'precision': 0.02367797947908445, 'recall': 0.9183673469387755, 'f1_score': 0.046165683508591945}, ROC AUC: 0.9292852692568305

Round 4: Metrics: {'accuracy': 0.9560584249148555, 'precision': 0.03445605884630275, 'recall': 0.9081632653061225, 'f1_score': 0.06639313688922044}, ROC AUC: 0.933036880692063

Round 1: Metrics: {'accuracy': 0.9319721919876409, 'precision': 0.022503160556257902, 'recall': 0.9081632653061225, 'f1_score': 0.043918085368862575}, ROC AUC: 0.9618909026047111

Round 2: Metrics: {'accuracy': 0.9260559671359854, 'precision': 0.021405304792926943, 'recall': 0.9387755102040817, 'f1_score': 0.04185623293903549}, ROC AUC: 0.9289258366543016

Round 3: Metrics: {'accuracy': 0.9347108598714933, 'precision': 0.02367797947908445, 'recall': 0.9183673469387755, 'f1_score': 0.046165683508591945}, ROC AUC: 0.9292852692568305

Round 4: Metrics: {'accuracy': 0.9560584249148555, 'precision': 0.03445605884630275, 'recall': 0.9081632653061225, 'f1_score': 0.06639313688922044}, ROC AUC: 0.933036880692063

Round 5: Metrics: {'accuracy': 0.9572697587865595, 'precision': 0.03650793650793651, 'recall': 0.9387755102040817, 'f1_score': 0.07028265851795264}, ROC AUC: 0.9341150887760845

Round 1: Metrics: {'accuracy': 0.8689652750956778, 'precision': 0.012185430463576159, 'recall': 0.9387755102040817, 'f1_score': 0.02405857740585774}, ROC AUC: 0.9607887383287586

Round 1: Metrics: {'accuracy': 0.8689652750956778, 'precision': 0.012185430463576159, 'recall': 0.9387755102040817, 'f1_score': 0.02405857740585774}, ROC AUC: 0.9607887383287586

Round 2: Metrics: {'accuracy': 0.9139601839823039, 'precision': 0.018254764292878634, 'recall': 0.9285714285714286, 'f1_score': 0.03580562659846547}, ROC AUC: 0.9667620846875611

Round 1: Metrics: {'accuracy': 0.8689652750956778, 'precision': 0.012185430463576159, 'recall': 0.9387755102040817, 'f1_score': 0.02405857740585774}, ROC AUC: 0.9607887383287586

Round 2: Metrics: {'accuracy': 0.9139601839823039, 'precision': 0.018254764292878634, 'recall': 0.9285714285714286, 'f1_score': 0.03580562659846547}, ROC AUC: 0.9667620846875611

Round 3: Metrics: {'accuracy': 0.9237737438994418, 'precision': 0.020993227990970656, 'recall': 0.9489795918367347, 'f1_score': 0.04107773851590106}, ROC AUC: 0.9339210167043746

Round 1: Metrics: {'accuracy': 0.8689652750956778, 'precision': 0.012185430463576159, 'recall': 0.9387755102040817, 'f1_score': 0.02405857740585774}, ROC AUC: 0.9607887383287586

Round 2: Metrics: {'accuracy': 0.9139601839823039, 'precision': 0.018254764292878634, 'recall': 0.9285714285714286, 'f1_score': 0.03580562659846547}, ROC AUC: 0.9667620846875611

Round 3: Metrics: {'accuracy': 0.9237737438994418, 'precision': 0.020993227990970656, 'recall': 0.9489795918367347, 'f1_score': 0.04107773851590106}, ROC AUC: 0.9339210167043746

Round 4: Metrics: {'accuracy': 0.9280748569221586, 'precision': 0.021765127959818224, 'recall': 0.9285714285714286, 'f1_score': 0.042533302173405}, ROC AUC: 0.9314858294189933

Round 1: Metrics: {'accuracy': 0.8689652750956778, 'precision': 0.012185430463576159, 'recall': 0.9387755102040817, 'f1_score': 0.02405857740585774}, ROC AUC: 0.9607887383287586

Round 2: Metrics: {'accuracy': 0.9139601839823039, 'precision': 0.018254764292878634, 'recall': 0.9285714285714286, 'f1_score': 0.03580562659846547}, ROC AUC: 0.9667620846875611

Round 3: Metrics: {'accuracy': 0.9237737438994418, 'precision': 0.020993227990970656, 'recall': 0.9489795918367347, 'f1_score': 0.04107773851590106}, ROC AUC: 0.9339210167043746

Round 4: Metrics: {'accuracy': 0.9280748569221586, 'precision': 0.021765127959818224, 'recall': 0.9285714285714286, 'f1_score': 0.042533302173405}, ROC AUC: 0.9314858294189933

Round 5: Metrics: {'accuracy': 0.9320599698044311, 'precision': 0.022531645569620253, 'recall': 0.9081632653061225, 'f1_score': 0.04397233201581028}, ROC AUC: 0.9312959743548517

Round 1: Metrics: {'accuracy': 0.9807591025596012, 'precision': 0.06982758620689655, 'recall': 0.826530612244898, 'f1_score': 0.1287758346581876}, ROC AUC: 0.9343011754504842

Round 1: Metrics: {'accuracy': 0.9807591025596012, 'precision': 0.06982758620689655, 'recall': 0.826530612244898, 'f1_score': 0.1287758346581876}, ROC AUC: 0.9343011754504842

Round 2: Metrics: {'accuracy': 0.9716302096134265, 'precision': 0.051418439716312055, 'recall': 0.8877551020408163, 'f1_score': 0.09720670391061452}, ROC AUC: 0.9429011791829843

Round 1: Metrics: {'accuracy': 0.9807591025596012, 'precision': 0.06982758620689655, 'recall': 0.826530612244898, 'f1_score': 0.1287758346581876}, ROC AUC: 0.9343011754504842

Round 2: Metrics: {'accuracy': 0.9716302096134265, 'precision': 0.051418439716312055, 'recall': 0.8877551020408163, 'f1_score': 0.09720670391061452}, ROC AUC: 0.9429011791829843

Round 3: Metrics: {'accuracy': 0.9691373196165864, 'precision': 0.04694323144104803, 'recall': 0.8775510204081632, 'f1_score': 0.08911917098445596}, ROC AUC: 0.9369333059616644

Round 1: Metrics: {'accuracy': 0.9807591025596012, 'precision': 0.06982758620689655, 'recall': 0.826530612244898, 'f1_score': 0.1287758346581876}, ROC AUC: 0.9343011754504842

Round 2: Metrics: {'accuracy': 0.9716302096134265, 'precision': 0.051418439716312055, 'recall': 0.8877551020408163, 'f1_score': 0.09720670391061452}, ROC AUC: 0.9429011791829843

Round 3: Metrics: {'accuracy': 0.9691373196165864, 'precision': 0.04694323144104803, 'recall': 0.8775510204081632, 'f1_score': 0.08911917098445596}, ROC AUC: 0.9369333059616644

Round 4: Metrics: {'accuracy': 0.969453319757031, 'precision': 0.04790748898678414, 'recall': 0.8877551020408163, 'f1_score': 0.09090909090909091}, ROC AUC: 0.9350557506345251

Round 1: Metrics: {'accuracy': 0.9807591025596012, 'precision': 0.06982758620689655, 'recall': 0.826530612244898, 'f1_score': 0.1287758346581876}, ROC AUC: 0.9343011754504842

Round 2: Metrics: {'accuracy': 0.9716302096134265, 'precision': 0.051418439716312055, 'recall': 0.8877551020408163, 'f1_score': 0.09720670391061452}, ROC AUC: 0.9429011791829843

Round 3: Metrics: {'accuracy': 0.9691373196165864, 'precision': 0.04694323144104803, 'recall': 0.8775510204081632, 'f1_score': 0.08911917098445596}, ROC AUC: 0.9369333059616644

Round 4: Metrics: {'accuracy': 0.969453319757031, 'precision': 0.04790748898678414, 'recall': 0.8877551020408163, 'f1_score': 0.09090909090909091}, ROC AUC: 0.9350557506345251

Round 5: Metrics: {'accuracy': 0.9731575436255749, 'precision': 0.05420560747663551, 'recall': 0.8877551020408163, 'f1_score': 0.10217263652378156}, ROC AUC: 0.9453771906905699

Round 1: Metrics: {'accuracy': 0.9438046416909519, 'precision': 0.02683745044220799, 'recall': 0.8979591836734694, 'f1_score': 0.05211726384364821}, ROC AUC: 0.961544659366279

Round 1: Metrics: {'accuracy': 0.9438046416909519, 'precision': 0.02683745044220799, 'recall': 0.8979591836734694, 'f1_score': 0.05211726384364821}, ROC AUC: 0.961544659366279

Round 2: Metrics: {'accuracy': 0.9302693023419122, 'precision': 0.023141309699655343, 'recall': 0.9591836734693877, 'f1_score': 0.04519230769230769}, ROC AUC: 0.9284252688835805

Round 1: Metrics: {'accuracy': 0.9438046416909519, 'precision': 0.02683745044220799, 'recall': 0.8979591836734694, 'f1_score': 0.05211726384364821}, ROC AUC: 0.961544659366279

Round 2: Metrics: {'accuracy': 0.9302693023419122, 'precision': 0.023141309699655343, 'recall': 0.9591836734693877, 'f1_score': 0.04519230769230769}, ROC AUC: 0.9284252688835805

Round 3: Metrics: {'accuracy': 0.9169270741898108, 'precision': 0.019095060190950603, 'recall': 0.9387755102040817, 'f1_score': 0.03742880390561432}, ROC AUC: 0.9223715302102833

Round 1: Metrics: {'accuracy': 0.9438046416909519, 'precision': 0.02683745044220799, 'recall': 0.8979591836734694, 'f1_score': 0.05211726384364821}, ROC AUC: 0.961544659366279

Round 2: Metrics: {'accuracy': 0.9302693023419122, 'precision': 0.023141309699655343, 'recall': 0.9591836734693877, 'f1_score': 0.04519230769230769}, ROC AUC: 0.9284252688835805

Round 3: Metrics: {'accuracy': 0.9169270741898108, 'precision': 0.019095060190950603, 'recall': 0.9387755102040817, 'f1_score': 0.03742880390561432}, ROC AUC: 0.9223715302102833

Round 4: Metrics: {'accuracy': 0.9059372915276851, 'precision': 0.017076753580609623, 'recall': 0.9489795918367347, 'f1_score': 0.03354978354978355}, ROC AUC: 0.9292765660709978

Round 1: Metrics: {'accuracy': 0.9438046416909519, 'precision': 0.02683745044220799, 'recall': 0.8979591836734694, 'f1_score': 0.05211726384364821}, ROC AUC: 0.961544659366279

Round 2: Metrics: {'accuracy': 0.9302693023419122, 'precision': 0.023141309699655343, 'recall': 0.9591836734693877, 'f1_score': 0.04519230769230769}, ROC AUC: 0.9284252688835805

Round 3: Metrics: {'accuracy': 0.9169270741898108, 'precision': 0.019095060190950603, 'recall': 0.9387755102040817, 'f1_score': 0.03742880390561432}, ROC AUC: 0.9223715302102833

Round 4: Metrics: {'accuracy': 0.9059372915276851, 'precision': 0.017076753580609623, 'recall': 0.9489795918367347, 'f1_score': 0.03354978354978355}, ROC AUC: 0.9292765660709978

Round 5: Metrics: {'accuracy': 0.918963519539342, 'precision': 0.019361702127659575, 'recall': 0.9285714285714286, 'f1_score': 0.03793247186327637}, ROC AUC: 0.9288581850860773

Round 1: Metrics: {'accuracy': 0.958832203925424, 'precision': 0.035551880942538236, 'recall': 0.8775510204081632, 'f1_score': 0.06833531982518871}, ROC AUC: 0.9617271570980671

Round 1: Metrics: {'accuracy': 0.958832203925424, 'precision': 0.035551880942538236, 'recall': 0.8775510204081632, 'f1_score': 0.06833531982518871}, ROC AUC: 0.9617271570980671

Round 2: Metrics: {'accuracy': 0.9441733085214704, 'precision': 0.027590435315757205, 'recall': 0.9183673469387755, 'f1_score': 0.053571428571428575}, ROC AUC: 0.9415170137413436

Round 1: Metrics: {'accuracy': 0.958832203925424, 'precision': 0.035551880942538236, 'recall': 0.8775510204081632, 'f1_score': 0.06833531982518871}, ROC AUC: 0.9617271570980671

Round 2: Metrics: {'accuracy': 0.9441733085214704, 'precision': 0.027590435315757205, 'recall': 0.9183673469387755, 'f1_score': 0.053571428571428575}, ROC AUC: 0.9415170137413436

Round 3: Metrics: {'accuracy': 0.9432077525367789, 'precision': 0.027132951462164608, 'recall': 0.9183673469387755, 'f1_score': 0.0527086383601757}, ROC AUC: 0.9351309389822333

Round 1: Metrics: {'accuracy': 0.958832203925424, 'precision': 0.035551880942538236, 'recall': 0.8775510204081632, 'f1_score': 0.06833531982518871}, ROC AUC: 0.9617271570980671

Round 2: Metrics: {'accuracy': 0.9441733085214704, 'precision': 0.027590435315757205, 'recall': 0.9183673469387755, 'f1_score': 0.053571428571428575}, ROC AUC: 0.9415170137413436

Round 3: Metrics: {'accuracy': 0.9432077525367789, 'precision': 0.027132951462164608, 'recall': 0.9183673469387755, 'f1_score': 0.0527086383601757}, ROC AUC: 0.9351309389822333

Round 4: Metrics: {'accuracy': 0.9435939749306556, 'precision': 0.02702702702702703, 'recall': 0.9081632653061225, 'f1_score': 0.05249189029784725}, ROC AUC: 0.9331283090050877

Round 1: Metrics: {'accuracy': 0.958832203925424, 'precision': 0.035551880942538236, 'recall': 0.8775510204081632, 'f1_score': 0.06833531982518871}, ROC AUC: 0.9617271570980671

Round 2: Metrics: {'accuracy': 0.9441733085214704, 'precision': 0.027590435315757205, 'recall': 0.9183673469387755, 'f1_score': 0.053571428571428575}, ROC AUC: 0.9415170137413436

Round 3: Metrics: {'accuracy': 0.9432077525367789, 'precision': 0.027132951462164608, 'recall': 0.9183673469387755, 'f1_score': 0.0527086383601757}, ROC AUC: 0.9351309389822333

Round 4: Metrics: {'accuracy': 0.9435939749306556, 'precision': 0.02702702702702703, 'recall': 0.9081632653061225, 'f1_score': 0.05249189029784725}, ROC AUC: 0.9331283090050877

Round 5: Metrics: {'accuracy': 0.9522488676661635, 'precision': 0.030780243378668574, 'recall': 0.8775510204081632, 'f1_score': 0.059474412171507604}, ROC AUC: 0.9318668854007557

Round 1: Metrics: {'accuracy': 0.9950493311330361, 'precision': 0.21779141104294478, 'recall': 0.7244897959183674, 'f1_score': 0.33490566037735847}, ROC AUC: 0.9505769404694911

Round 1: Metrics: {'accuracy': 0.9950493311330361, 'precision': 0.21779141104294478, 'recall': 0.7244897959183674, 'f1_score': 0.33490566037735847}, ROC AUC: 0.9505769404694911

Round 2: Metrics: {'accuracy': 0.9836382149503178, 'precision': 0.08548707753479125, 'recall': 0.8775510204081632, 'f1_score': 0.15579710144927533}, ROC AUC: 0.9524940638889208

Round 1: Metrics: {'accuracy': 0.9950493311330361, 'precision': 0.21779141104294478, 'recall': 0.7244897959183674, 'f1_score': 0.33490566037735847}, ROC AUC: 0.9505769404694911

Round 2: Metrics: {'accuracy': 0.9836382149503178, 'precision': 0.08548707753479125, 'recall': 0.8775510204081632, 'f1_score': 0.15579710144927533}, ROC AUC: 0.9524940638889208

Round 3: Metrics: {'accuracy': 0.986868438608195, 'precision': 0.10268948655256724, 'recall': 0.8571428571428571, 'f1_score': 0.18340611353711792}, ROC AUC: 0.9209957987837792

Round 1: Metrics: {'accuracy': 0.9950493311330361, 'precision': 0.21779141104294478, 'recall': 0.7244897959183674, 'f1_score': 0.33490566037735847}, ROC AUC: 0.9505769404694911

Round 2: Metrics: {'accuracy': 0.9836382149503178, 'precision': 0.08548707753479125, 'recall': 0.8775510204081632, 'f1_score': 0.15579710144927533}, ROC AUC: 0.9524940638889208

Round 3: Metrics: {'accuracy': 0.986868438608195, 'precision': 0.10268948655256724, 'recall': 0.8571428571428571, 'f1_score': 0.18340611353711792}, ROC AUC: 0.9209957987837792

Round 4: Metrics: {'accuracy': 0.9876057722692321, 'precision': 0.10824742268041238, 'recall': 0.8571428571428571, 'f1_score': 0.1922196796338673}, ROC AUC: 0.9205509493470996

Round 1: Metrics: {'accuracy': 0.9950493311330361, 'precision': 0.21779141104294478, 'recall': 0.7244897959183674, 'f1_score': 0.33490566037735847}, ROC AUC: 0.9505769404694911

Round 2: Metrics: {'accuracy': 0.9836382149503178, 'precision': 0.08548707753479125, 'recall': 0.8775510204081632, 'f1_score': 0.15579710144927533}, ROC AUC: 0.9524940638889208

Round 3: Metrics: {'accuracy': 0.986868438608195, 'precision': 0.10268948655256724, 'recall': 0.8571428571428571, 'f1_score': 0.18340611353711792}, ROC AUC: 0.9209957987837792

Round 4: Metrics: {'accuracy': 0.9876057722692321, 'precision': 0.10824742268041238, 'recall': 0.8571428571428571, 'f1_score': 0.1922196796338673}, ROC AUC: 0.9205509493470996

Round 5: Metrics: {'accuracy': 0.9911344405041957, 'precision': 0.1436077057793345, 'recall': 0.8367346938775511, 'f1_score': 0.24514200298953662}, ROC AUC: 0.9179445694991559

Round 1: Metrics: {'accuracy': 0.9022857343492152, 'precision': 0.01627742392073602, 'recall': 0.9387755102040817, 'f1_score': 0.031999999999999994}, ROC AUC: 0.9570961649994832

Round 1: Metrics: {'accuracy': 0.9022857343492152, 'precision': 0.01627742392073602, 'recall': 0.9387755102040817, 'f1_score': 0.031999999999999994}, ROC AUC: 0.9570961649994832

Round 2: Metrics: {'accuracy': 0.9148028510234893, 'precision': 0.01843224630342313, 'recall': 0.9285714285714286, 'f1_score': 0.03614697120158888}, ROC AUC: 0.9329078582051842

Round 1: Metrics: {'accuracy': 0.9022857343492152, 'precision': 0.01627742392073602, 'recall': 0.9387755102040817, 'f1_score': 0.031999999999999994}, ROC AUC: 0.9570961649994832

Round 2: Metrics: {'accuracy': 0.9148028510234893, 'precision': 0.01843224630342313, 'recall': 0.9285714285714286, 'f1_score': 0.03614697120158888}, ROC AUC: 0.9329078582051842

Round 3: Metrics: {'accuracy': 0.9206839647484287, 'precision': 0.01956521739130435, 'recall': 0.9183673469387755, 'f1_score': 0.03831417624521073}, ROC AUC: 0.9278017798284199

Round 1: Metrics: {'accuracy': 0.9022857343492152, 'precision': 0.01627742392073602, 'recall': 0.9387755102040817, 'f1_score': 0.031999999999999994}, ROC AUC: 0.9570961649994832

Round 2: Metrics: {'accuracy': 0.9148028510234893, 'precision': 0.01843224630342313, 'recall': 0.9285714285714286, 'f1_score': 0.03614697120158888}, ROC AUC: 0.9329078582051842

Round 3: Metrics: {'accuracy': 0.9206839647484287, 'precision': 0.01956521739130435, 'recall': 0.9183673469387755, 'f1_score': 0.03831417624521073}, ROC AUC: 0.9278017798284199

Round 4: Metrics: {'accuracy': 0.9353955268424564, 'precision': 0.023923444976076555, 'recall': 0.9183673469387755, 'f1_score': 0.046632124352331605}, ROC AUC: 0.913941014292605

Round 1: Metrics: {'accuracy': 0.9022857343492152, 'precision': 0.01627742392073602, 'recall': 0.9387755102040817, 'f1_score': 0.031999999999999994}, ROC AUC: 0.9570961649994832

Round 2: Metrics: {'accuracy': 0.9148028510234893, 'precision': 0.01843224630342313, 'recall': 0.9285714285714286, 'f1_score': 0.03614697120158888}, ROC AUC: 0.9329078582051842

Round 3: Metrics: {'accuracy': 0.9206839647484287, 'precision': 0.01956521739130435, 'recall': 0.9183673469387755, 'f1_score': 0.03831417624521073}, ROC AUC: 0.9278017798284199

Round 4: Metrics: {'accuracy': 0.9353955268424564, 'precision': 0.023923444976076555, 'recall': 0.9183673469387755, 'f1_score': 0.046632124352331605}, ROC AUC: 0.913941014292605

Round 5: Metrics: {'accuracy': 0.9423299743688774, 'precision': 0.02673002673002673, 'recall': 0.9183673469387755, 'f1_score': 0.051948051948051945}, ROC AUC: 0.9145069008188533

Round 1: Metrics: {'accuracy': 0.9148730732769215, 'precision': 0.01766497461928934, 'recall': 0.8877551020408163, 'f1_score': 0.0346406529962174}, ROC AUC: 0.9708766279443685

Round 1: Metrics: {'accuracy': 0.9148730732769215, 'precision': 0.01766497461928934, 'recall': 0.8877551020408163, 'f1_score': 0.0346406529962174}, ROC AUC: 0.9708766279443685

Round 2: Metrics: {'accuracy': 0.945788420350409, 'precision': 0.028093434343434344, 'recall': 0.9081632653061225, 'f1_score': 0.054500918554807105}, ROC AUC: 0.9517437954360135

Round 1: Metrics: {'accuracy': 0.9148730732769215, 'precision': 0.01766497461928934, 'recall': 0.8877551020408163, 'f1_score': 0.0346406529962174}, ROC AUC: 0.9708766279443685

Round 2: Metrics: {'accuracy': 0.945788420350409, 'precision': 0.028093434343434344, 'recall': 0.9081632653061225, 'f1_score': 0.054500918554807105}, ROC AUC: 0.9517437954360135

Round 3: Metrics: {'accuracy': 0.9603244268108564, 'precision': 0.03803418803418803, 'recall': 0.9081632653061225, 'f1_score': 0.07301066447908122}, ROC AUC: 0.9047645366531532

Round 1: Metrics: {'accuracy': 0.9148730732769215, 'precision': 0.01766497461928934, 'recall': 0.8877551020408163, 'f1_score': 0.0346406529962174}, ROC AUC: 0.9708766279443685

Round 2: Metrics: {'accuracy': 0.945788420350409, 'precision': 0.028093434343434344, 'recall': 0.9081632653061225, 'f1_score': 0.054500918554807105}, ROC AUC: 0.9517437954360135

Round 3: Metrics: {'accuracy': 0.9603244268108564, 'precision': 0.03803418803418803, 'recall': 0.9081632653061225, 'f1_score': 0.07301066447908122}, ROC AUC: 0.9047645366531532

Round 4: Metrics: {'accuracy': 0.9671008742670553, 'precision': 0.045547594677584444, 'recall': 0.9081632653061225, 'f1_score': 0.08674463937621833}, ROC AUC: 0.8969082515532943

Round 1: Metrics: {'accuracy': 0.9148730732769215, 'precision': 0.01766497461928934, 'recall': 0.8877551020408163, 'f1_score': 0.0346406529962174}, ROC AUC: 0.9708766279443685

Round 2: Metrics: {'accuracy': 0.945788420350409, 'precision': 0.028093434343434344, 'recall': 0.9081632653061225, 'f1_score': 0.054500918554807105}, ROC AUC: 0.9517437954360135

Round 3: Metrics: {'accuracy': 0.9603244268108564, 'precision': 0.03803418803418803, 'recall': 0.9081632653061225, 'f1_score': 0.07301066447908122}, ROC AUC: 0.9047645366531532

Round 4: Metrics: {'accuracy': 0.9671008742670553, 'precision': 0.045547594677584444, 'recall': 0.9081632653061225, 'f1_score': 0.08674463937621833}, ROC AUC: 0.8969082515532943

Round 5: Metrics: {'accuracy': 0.9648713177205857, 'precision': 0.042328042328042326, 'recall': 0.8979591836734694, 'f1_score': 0.0808451998162609}, ROC AUC: 0.8975111041884396

Round 1: Metrics: {'accuracy': 0.9929953302201467, 'precision': 0.15873015873015872, 'recall': 0.7142857142857143, 'f1_score': 0.2597402597402597}, ROC AUC: 0.9462639286862746

Round 1: Metrics: {'accuracy': 0.9929953302201467, 'precision': 0.15873015873015872, 'recall': 0.7142857142857143, 'f1_score': 0.2597402597402597}, ROC AUC: 0.9462639286862746

Round 2: Metrics: {'accuracy': 0.9850953267090341, 'precision': 0.0887185104052574, 'recall': 0.826530612244898, 'f1_score': 0.16023738872403562}, ROC AUC: 0.9621271447521045

Round 1: Metrics: {'accuracy': 0.9929953302201467, 'precision': 0.15873015873015872, 'recall': 0.7142857142857143, 'f1_score': 0.2597402597402597}, ROC AUC: 0.9462639286862746

Round 2: Metrics: {'accuracy': 0.9850953267090341, 'precision': 0.0887185104052574, 'recall': 0.826530612244898, 'f1_score': 0.16023738872403562}, ROC AUC: 0.9621271447521045

Round 3: Metrics: {'accuracy': 0.9927671078964924, 'precision': 0.1673728813559322, 'recall': 0.8061224489795918, 'f1_score': 0.2771929824561403}, ROC AUC: 0.9242875769469296

Round 1: Metrics: {'accuracy': 0.9929953302201467, 'precision': 0.15873015873015872, 'recall': 0.7142857142857143, 'f1_score': 0.2597402597402597}, ROC AUC: 0.9462639286862746

Round 2: Metrics: {'accuracy': 0.9850953267090341, 'precision': 0.0887185104052574, 'recall': 0.826530612244898, 'f1_score': 0.16023738872403562}, ROC AUC: 0.9621271447521045

Round 3: Metrics: {'accuracy': 0.9927671078964924, 'precision': 0.1673728813559322, 'recall': 0.8061224489795918, 'f1_score': 0.2771929824561403}, ROC AUC: 0.9242875769469296

Round 4: Metrics: {'accuracy': 0.9943646641620729, 'precision': 0.19946091644204852, 'recall': 0.7551020408163265, 'f1_score': 0.31556503198294245}, ROC AUC: 0.9098267402064935

Round 1: Metrics: {'accuracy': 0.9929953302201467, 'precision': 0.15873015873015872, 'recall': 0.7142857142857143, 'f1_score': 0.2597402597402597}, ROC AUC: 0.9462639286862746

